FIR_ID,Police_Division,Police_Station,Date_of_FIR_Filing,Criminal_Act,Criminal_Activity,Locality,Investigating_Officer,Case_Solved,Criminal_Act_Applied,Victim_Gender,Victim_Count_Female,Victim_Count_Male,Convicted_Count,Convicted_Count_Male,Convicted_Count_Female,Modus_Operandi,FIR_Description,Formatted
7182E64A,Sinhagad-Road Division,Nanded City Police Station,2024-03-22,Assault,Gang,Kirkatwadi,Ramesh More,No,Assault,Other,3,0,0,0,0,Street fight,"Assault by Street fight in Kirkatwadi on 2024-03-22, 3 victims",Assault Street fight Kirkatwadi
1FB652C4,Sinhagad-Road Division,Nanded City Police Station,2024-09-05,Illegal Arms Possession,Gang,Nanded,Sandeep Gaikwad,Yes,Illegal Arms Possession,Male,3,0,1,0,1,Hidden cache,"Illegal Arms Possession by Hidden cache in Nanded on 2024-09-05, 3 victims",Illegal Arms Possession Hidden cache Nanded
6D7FD604,Vishrambaug and Deccan Division,Kothrud Police Station,2025-03-25,Robbery,Individual,Paud Road,Sandeep Gaikwad,Yes,Robbery,Male,0,1,0,0,0,Armed robbery,"Robbery by Armed robbery in Paud Road on 2025-03-25, 1 victim",Robbery Armed robbery Paud Road
A655FCCD,Sinhagad-Road Division,Narhe Police Station,2023-09-08,Cyber Crime,Gang,Narhegaon,Rajesh Patil,No,Cyber Crime,Female,0,3,1,1,0,Online fraud,"Cyber Crime by Online fraud in Narhegaon on 2023-09-08, 3 victims",Cyber Crime Online fraud Narhegaon
A50A6425,Pune Division,Camp Police Station,2023-04-04,Fraud,Gang,Camp,Anjali Kulkarni,Yes,Fraud,Male,0,2,0,0,0,Ponzi schemes,"Fraud by Ponzi schemes in Camp on 2023-04-04, 2 victims",Fraud Ponzi schemes Camp
F3530D88,Sinhagad-Road Division,Sinhagad Road Police Station,2024-10-20,Cyber Crime,Individual,Hingne,Mahesh Pawar,No,Cyber Crime,Male,2,2,2,0,2,Ransomware,"Cyber Crime by Ransomware in Hingne on 2024-10-20, 4 victims",Cyber Crime Ransomware Hingne
0D83A8EE,Swargate Division,Bibvewadi Police Station,2023-01-13,Smuggling,Gang,Parwati,Nitin Kadam,Yes,Smuggling,Other,1,1,0,0,0,Coastal boats,"Smuggling by Coastal boats in Parwati on 2023-01-13, 2 victims",Smuggling Coastal boats Parwati
6511670E,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-05-06,Robbery,Individual,FC Road,Sneha Shinde,No,Robbery,Female,1,3,1,1,0,ATM theft,"Robbery by ATM theft in FC Road on 2023-05-06, 4 victims",Robbery ATM theft FC Road
9B240D27,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-05-23,Sexual Harassment,Individual,Warje,Vaishali Chavan,No,Sexual Harassment,Male,3,0,0,0,0,Workplace misconduct,"Sexual Harassment by Workplace misconduct in Warje on 2023-05-23, 3 victims",Sexual Harassment Workplace misconduct Warje
E9B1B4FD,Swargate Division,Bharati Vidyapeeth Police Station,2025-01-19,Illegal Arms Possession,Gang,Trimurti Nagar,Neha Bhosale,Yes,Illegal Arms Possession,Female,3,0,1,0,1,Unlicensed firearm,"Illegal Arms Possession by Unlicensed firearm in Trimurti Nagar on 2025-01-19, 3 victims",Illegal Arms Possession Unlicensed firearm Trimurti Nagar
1A9CCE04,Sinhagad-Road Division,Nanded City Police Station,2023-12-12,Assault,Individual,Khadakwasla,Nitin Kadam,Yes,Assault,Other,2,2,2,2,0,Road rage,"Assault by Road rage in Khadakwasla on 2023-12-12, 4 victims",Assault Road rage Khadakwasla
104264A3,Pune Division,Camp Police Station,2022-12-27,Sexual Harassment,Individual,Shaniwar Wada,Ramesh More,Yes,Sexual Harassment,Female,2,1,0,0,0,Online harassment,"Sexual Harassment by Online harassment in Shaniwar Wada on 2022-12-27, 3 victims",Sexual Harassment Online harassment Shaniwar Wada
C36089EA,Sinhagad-Road Division,Narhe Police Station,2023-04-22,Drug Trafficking,Gang,Ambegaon Budruk,Sandeep Gaikwad,No,Drug Trafficking,Other,0,3,2,2,0,Sea route,"Drug Trafficking by Sea route in Ambegaon Budruk on 2023-04-22, 3 victims",Drug Trafficking Sea route Ambegaon Budruk
05E46024,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2024-10-09,Cyber Crime,Gang,Warje,Sunil Deshmukh,Yes,Cyber Crime,Female,0,2,1,0,1,Identity theft,"Cyber Crime by Identity theft in Warje on 2024-10-09, 2 victims",Cyber Crime Identity theft Warje
EEAFA612,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-08-05,Homicide,Individual,Warje,Sneha Shinde,Yes,Homicide,Female,1,3,3,1,2,Stabbing,"Homicide by Stabbing in Warje on 2023-08-05, 4 victims",Homicide Stabbing Warje
6A43EC87,Swargate Division,Bharati Vidyapeeth Police Station,2023-09-30,Domestic Abuse,Individual,Trimurti Nagar,Mahesh Pawar,No,Domestic Abuse,Female,0,2,0,0,0,Verbal threats,"Domestic Abuse by Verbal threats in Trimurti Nagar on 2023-09-30, 2 victims",Domestic Abuse Verbal threats Trimurti Nagar
0C0A63B8,Pune Division,Kalyani Nagar Police Station,2025-01-23,Homicide,Gang,Koregaon Park,Prashant Jadhav,Yes,Homicide,Female,3,2,3,3,0,Hit-and-run,"Homicide by Hit-and-run in Koregaon Park on 2025-01-23, 5 victims",Homicide Hit-and-run Koregaon Park
64BF9BDA,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2025-04-04,Cyber Crime,Gang,Warje,Swati Joshi,Yes,Cyber Crime,Female,1,3,4,0,4,Online fraud,"Cyber Crime by Online fraud in Warje on 2025-04-04, 4 victims",Cyber Crime Online fraud Warje
7C960DB2,Pune Division,Camp Police Station,2023-12-14,Murder,Individual,Camp,Swati Joshi,Yes,Murder,Other,1,2,1,0,1,Knife attack,"Murder by Knife attack in Camp on 2023-12-14, 3 victims",Murder Knife attack Camp
63B18C6B,Pune Division,Camp Police Station,2023-04-07,Robbery,Individual,Laxmi Road,Swati Joshi,Yes,Robbery,Male,0,0,0,0,0,Highway robbery,"Robbery by Highway robbery in Laxmi Road on 2023-04-07, 0 victims",Robbery Highway robbery Laxmi Road
1B953A01,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-04-08,Kidnapping,Individual,Shivajinagar,Sneha Shinde,No,Kidnapping,Other,1,3,2,1,1,Luring victim,"Kidnapping by Luring victim in Shivajinagar on 2023-04-08, 4 victims",Kidnapping Luring victim Shivajinagar
18844AE7,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-03-08,Extortion,Individual,Warje,Prashant Jadhav,Yes,Extortion,Other,1,3,0,0,0,Kidnapping threats,"Extortion by Kidnapping threats in Warje on 2023-03-08, 4 victims",Extortion Kidnapping threats Warje
93A1C30B,Swargate Division,Market Yard Police Station,2023-12-24,Drug Trafficking,Gang,KK Market,Anjali Kulkarni,Yes,Drug Trafficking,Male,3,1,0,0,0,Body packing,"Drug Trafficking by Body packing in KK Market on 2023-12-24, 4 victims",Drug Trafficking Body packing KK Market
D909984A,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-12-21,Robbery,Gang,FC Road,Sunil Deshmukh,Yes,Robbery,Other,2,0,0,0,0,Snatching,"Robbery by Snatching in FC Road on 2023-12-21, 2 victims",Robbery Snatching FC Road
C2F4B2FB,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2025-06-10,Domestic Abuse,Gang,Warje,Vaishali Chavan,No,Domestic Abuse,Male,2,0,2,2,0,Neglect,"Domestic Abuse by Neglect in Warje on 2025-06-10, 2 victims",Domestic Abuse Neglect Warje
05F5BB67,Sinhagad-Road Division,Sinhagad Road Police Station,2024-05-30,Assault,Gang,Hingne,Rajesh Patil,No,Assault,Other,1,1,0,0,0,Road rage,"Assault by Road rage in Hingne on 2024-05-30, 2 victims",Assault Road rage Hingne
A722F960,Vishrambaug and Deccan Division,Kothrud Police Station,2024-08-21,Burglary,Gang,Vanaz,Rajesh Patil,Yes,Burglary,Male,0,2,2,2,0,Impersonating delivery,"Burglary by Impersonating delivery in Vanaz on 2024-08-21, 2 victims",Burglary Impersonating delivery Vanaz
AACE1119,Pune Division,Kalyani Nagar Police Station,2023-01-08,Murder,Individual,Kalyani Nagar,Sunil Deshmukh,Yes,Murder,Male,2,2,1,1,0,Firearm,"Murder by Firearm in Kalyani Nagar on 2023-01-08, 4 victims",Murder Firearm Kalyani Nagar
CDB71D33,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2024-03-13,Fraud,Individual,Warje,Rajesh Patil,Yes,Fraud,Other,1,2,3,1,2,Fake documents,"Fraud by Fake documents in Warje on 2024-03-13, 3 victims",Fraud Fake documents Warje
6CE03CD9,Pune Division,Camp Police Station,2025-01-19,Extortion,Individual,Laxmi Road,Prashant Jadhav,No,Extortion,Female,1,0,1,0,1,Business coercion,"Extortion by Business coercion in Laxmi Road on 2025-01-19, 1 victim",Extortion Business coercion Laxmi Road
2859EADA,Swargate Division,Market Yard Police Station,2024-10-14,Burglary,Gang,KK Market,Sandeep Gaikwad,No,Burglary,Other,0,1,0,0,0,Impersonating delivery,"Burglary by Impersonating delivery in KK Market on 2024-10-14, 1 victim",Burglary Impersonating delivery KK Market
1BF954AA,Sinhagad-Road Division,Sinhagad Road Police Station,2023-12-24,Fraud,Gang,Anandnagar,Sneha Shinde,Yes,Fraud,Other,0,3,2,0,2,Insurance fraud,"Fraud by Insurance fraud in Anandnagar on 2023-12-24, 3 victims",Fraud Insurance fraud Anandnagar
5C77017E,Pune Division,Kalyani Nagar Police Station,2024-10-31,Domestic Abuse,Gang,Koregaon Park,Ramesh More,No,Domestic Abuse,Other,3,3,6,5,1,Physical beating,"Domestic Abuse by Physical beating in Koregaon Park on 2024-10-31, 6 victims",Domestic Abuse Physical beating Koregaon Park
AE2A1B2C,Vishrambaug and Deccan Division,Kothrud Police Station,2023-02-07,Robbery,Individual,Karve Nagar,Anjali Kulkarni,No,Robbery,Male,2,3,4,1,3,ATM theft,"Robbery by ATM theft in Karve Nagar on 2023-02-07, 5 victims",Robbery ATM theft Karve Nagar
F1DE337B,Sinhagad-Road Division,Nanded City Police Station,2025-02-26,Human Trafficking,Individual,Nanded,Mahesh Pawar,No,Human Trafficking,Male,0,2,2,0,2,Child trafficking,"Human Trafficking by Child trafficking in Nanded on 2025-02-26, 2 victims",Human Trafficking Child trafficking Nanded
5C63C4D3,Pune Division,Kalyani Nagar Police Station,2023-05-04,Robbery,Individual,Viman Nagar,Neha Bhosale,Yes,Robbery,Other,2,1,1,1,0,Highway robbery,"Robbery by Highway robbery in Viman Nagar on 2023-05-04, 3 victims",Robbery Highway robbery Viman Nagar
A2A344A7,Pune Division,Camp Police Station,2023-11-04,Burglary,Individual,Laxmi Road,Mahesh Pawar,Yes,Burglary,Male,2,1,1,0,1,Inside job,"Burglary by Inside job in Laxmi Road on 2023-11-04, 3 victims",Burglary Inside job Laxmi Road
58CB1462,Swargate Division,Bibvewadi Police Station,2024-01-06,Murder,Individual,Dhankawadi,Vaishali Chavan,Yes,Murder,Female,3,1,2,2,0,Blunt object,"Murder by Blunt object in Dhankawadi on 2024-01-06, 4 victims",Murder Blunt object Dhankawadi
06436AF7,Vishrambaug and Deccan Division,Shivajinagar Police Station,2025-04-04,Smuggling,Individual,FC Road,Vaishali Chavan,No,Smuggling,Female,2,3,5,1,4,Human mules,"Smuggling by Human mules in FC Road on 2025-04-04, 5 victims",Smuggling Human mules FC Road
8D1A4EFC,Pune Division,Camp Police Station,2023-09-22,Sexual Harassment,Gang,Laxmi Road,Swati Joshi,No,Sexual Harassment,Other,0,3,3,0,3,Physical harassment,"Sexual Harassment by Physical harassment in Laxmi Road on 2023-09-22, 3 victims",Sexual Harassment Physical harassment Laxmi Road
F7E568DB,Swargate Division,Bharati Vidyapeeth Police Station,2023-06-18,Sexual Harassment,Gang,Trimurti Nagar,Prashant Jadhav,No,Sexual Harassment,Other,2,2,0,0,0,Stalking,"Sexual Harassment by Stalking in Trimurti Nagar on 2023-06-18, 4 victims",Sexual Harassment Stalking Trimurti Nagar
EE84C95A,Vishrambaug and Deccan Division,Warje-Malwadi Police Station,2023-09-03,Murder,Gang,Warje,Swati Joshi,Yes,Murder,Male,0,0,0,0,0,Gang violence,"Murder by Gang violence in Warje on 2023-09-03, 0 victims",Murder Gang violence Warje
A4FB791F,Sinhagad-Road Division,Narhe Police Station,2023-02-09,Burglary,Gang,Mokarwadi,Rajesh Patil,No,Burglary,Female,1,1,1,1,0,Inside job,"Burglary by Inside job in Mokarwadi on 2023-02-09, 2 victims",Burglary Inside job Mokarwadi
54F40E14,Sinhagad-Road Division,Nanded City Police Station,2025-02-04,Robbery,Individual,Khadakwasla,Neha Bhosale,Yes,Robbery,Other,3,3,2,0,2,ATM theft,"Robbery by ATM theft in Khadakwasla on 2025-02-04, 6 victims",Robbery ATM theft Khadakwasla
FBBF78A9,Sinhagad-Road Division,Sinhagad Road Police Station,2023-08-01,Kidnapping,Individual,Anandnagar,Ramesh More,No,Kidnapping,Male,3,1,3,2,1,Abduction in vehicle,"Kidnapping by Abduction in vehicle in Anandnagar on 2023-08-01, 4 victims",Kidnapping Abduction vehicle in Anandnagar
949BDE20,Swargate Division,Market Yard Police Station,2023-10-27,Cyber Crime,Individual,Magarpatta,Sunil Deshmukh,No,Cyber Crime,Female,2,1,3,3,0,Online fraud,"Cyber Crime by Online fraud in Magarpatta on 2023-10-27, 3 victims",Cyber Crime Online fraud Magarpatta
BE2B271E,Pune Division,Camp Police Station,2023-06-14,Homicide,Gang,Laxmi Road,Vaishali Chavan,Yes,Homicide,Male,1,2,3,2,1,Stabbing,"Homicide by Stabbing in Laxmi Road on 2023-06-14, 3 victims",Homicide Stabbing Laxmi Road
35BDCA49,Pune Division,Kalyani Nagar Police Station,2023-03-02,Cyber Crime,Individual,Kalyani Nagar,Sneha Shinde,No,Cyber Crime,Male,2,2,2,2,0,Identity theft,"Cyber Crime by Identity theft in Kalyani Nagar on 2023-03-02, 4 victims",Cyber Crime Identity theft Kalyani Nagar
CFDEA4B7,Sinhagad-Road Division,Sinhagad Road Police Station,2023-07-08,Fraud,Gang,Anandnagar,Swati Joshi,Yes,Fraud,Female,2,2,4,0,4,Ponzi schemes,"Fraud by Ponzi schemes in Anandnagar on 2023-07-08, 4 victims",Fraud Ponzi schemes Anandnagar
E6E1522B,Swargate Division,Bibvewadi Police Station,2023-10-06,Illegal Arms Possession,Individual,Katraj,Rajesh Patil,No,Illegal Arms Possession,Male,1,1,1,1,0,Hidden cache,"Illegal Arms Possession by Hidden cache in Katraj on 2023-10-06, 2 victims",Illegal Arms Possession Hidden cache Katraj
7C1593D0,Vishrambaug and Deccan Division,Kothrud Police Station,2024-09-30,Sexual Harassment,Gang,Vanaz,Anjali Kulkarni,Yes,Sexual Harassment,Other,2,0,2,2,0,Stalking,"Sexual Harassment by Stalking in Vanaz on 2024-09-30, 2 victims",Sexual Harassment Stalking Vanaz
E12E6CBC,Pune Division,Camp Police Station,2023-04-07,Burglary,Individual,Camp,Mahesh Pawar,Yes,Burglary,Male,1,3,1,0,1,Impersonating delivery,"Burglary by Impersonating delivery in Camp on 2023-04-07, 4 victims",Burglary Impersonating delivery Camp
C0645ED6,Pune Division,Kalyani Nagar Police Station,2023-08-30,Kidnapping,Individual,Kalyani Nagar,Prashant Jadhav,Yes,Kidnapping,Male,3,1,4,1,3,Online enticement,"Kidnapping by Online enticement in Kalyani Nagar on 2023-08-30, 4 victims",Kidnapping Online enticement Kalyani Nagar
5CF78D14,Sinhagad-Road Division,Sinhagad Road Police Station,2024-07-21,Domestic Abuse,Gang,Manik Baug,Prashant Jadhav,No,Domestic Abuse,Male,2,0,0,0,0,Neglect,"Domestic Abuse by Neglect in Manik Baug on 2024-07-21, 2 victims",Domestic Abuse Neglect Manik Baug
B73F20D2,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-04-11,Fraud,Gang,JM Road,Vaishali Chavan,Yes,Fraud,Other,1,2,2,0,2,Bank scam,"Fraud by Bank scam in JM Road on 2024-04-11, 3 victims",Fraud Bank scam JM Road
81831BBA,Sinhagad-Road Division,Nanded City Police Station,2025-01-13,Murder,Gang,Dhayari,Prashant Jadhav,Yes,Murder,Other,1,3,0,0,0,Firearm,"Murder by Firearm in Dhayari on 2025-01-13, 4 victims",Murder Firearm Dhayari
B5027660,Swargate Division,Bharati Vidyapeeth Police Station,2024-08-15,Cyber Crime,Individual,Ambegaon Khurd,Prashant Jadhav,No,Cyber Crime,Other,3,1,2,0,2,Identity theft,"Cyber Crime by Identity theft in Ambegaon Khurd on 2024-08-15, 4 victims",Cyber Crime Identity theft Ambegaon Khurd
B728C958,Pune Division,Kalyani Nagar Police Station,2024-12-17,Human Trafficking,Gang,Kalyani Nagar,Sunil Deshmukh,Yes,Human Trafficking,Male,1,1,2,0,2,Sex trafficking,"Human Trafficking by Sex trafficking in Kalyani Nagar on 2024-12-17, 2 victims",Human Trafficking Sex trafficking Kalyani Nagar
8831EB55,Sinhagad-Road Division,Sinhagad Road Police Station,2023-05-14,Murder,Individual,Anandnagar,Sandeep Gaikwad,No,Murder,Female,3,2,2,0,2,Blunt object,"Murder by Blunt object in Anandnagar on 2023-05-14, 5 victims",Murder Blunt object Anandnagar
021B77CD,Swargate Division,Bibvewadi Police Station,2024-01-08,Human Trafficking,Gang,Dhankawadi,Neha Bhosale,Yes,Human Trafficking,Female,0,2,1,1,0,Bonded labor,"Human Trafficking by Bonded labor in Dhankawadi on 2024-01-08, 2 victims",Human Trafficking Bonded labor Dhankawadi
AF3EB3BB,Pune Division,Camp Police Station,2024-05-14,Illegal Arms Possession,Individual,Shaniwar Wada,Swati Joshi,No,Illegal Arms Possession,Other,2,2,0,0,0,Homemade arms,"Illegal Arms Possession by Homemade arms in Shaniwar Wada on 2024-05-14, 4 victims",Illegal Arms Possession Homemade arms Shaniwar Wada
40BE21BB,Swargate Division,Bharati Vidyapeeth Police Station,2025-02-28,Cyber Crime,Individual,Ambegaon Khurd,Nitin Kadam,Yes,Cyber Crime,Female,3,0,1,0,1,Identity theft,"Cyber Crime by Identity theft in Ambegaon Khurd on 2025-02-28, 3 victims",Cyber Crime Identity theft Ambegaon Khurd
31080EF7,Swargate Division,Bharati Vidyapeeth Police Station,2025-03-25,Drug Trafficking,Individual,Bharati Vidyapeeth,Sneha Shinde,Yes,Drug Trafficking,Male,2,2,0,0,0,Sea route,"Drug Trafficking by Sea route in Bharati Vidyapeeth on 2025-03-25, 4 victims",Drug Trafficking Sea route Bharati Vidyapeeth
619CCBF1,Vishrambaug and Deccan Division,Shivajinagar Police Station,2023-03-08,Extortion,Individual,JM Road,Mahesh Pawar,Yes,Extortion,Other,0,1,1,1,0,Threat calls,"Extortion by Threat calls in JM Road on 2023-03-08, 1 victim",Extortion Threat calls JM Road
1841B255,Swargate Division,Bibvewadi Police Station,2023-12-24,Homicide,Gang,Dhankawadi,Mahesh Pawar,No,Homicide,Female,3,0,0,0,0,Hit-and-run,"Homicide by Hit-and-run in Dhankawadi on 2023-12-24, 3 victims",Homicide Hit-and-run Dhankawadi
FA107734,Pune Division,Kalyani Nagar Police Station,2024-07-24,Homicide,Individual,Viman Nagar,Anjali Kulkarni,No,Homicide,Other,1,0,0,0,0,Stabbing,"Homicide by Stabbing in Viman Nagar on 2024-07-24, 1 victim",Homicide Stabbing Viman Nagar
37120FEE,Pune Division,Kalyani Nagar Police Station,2024-04-05,Kidnapping,Individual,Viman Nagar,Prashant Jadhav,Yes,Kidnapping,Female,2,3,4,2,2,Drugging,"Kidnapping by Drugging in Viman Nagar on 2024-04-05, 5 victims",Kidnapping Drugging Viman Nagar
A298DEDD,Sinhagad-Road Division,Sinhagad Road Police Station,2024-07-15,Sexual Harassment,Individual,Hingne,Sunil Deshmukh,No,Sexual Harassment,Female,3,2,5,0,5,Workplace misconduct,"Sexual Harassment by Workplace misconduct in Hingne on 2024-07-15, 5 victims",Sexual Harassment Workplace misconduct Hingne
A98932FA,Vishrambaug and Deccan Division,Kothrud Police Station,2023-11-25,Smuggling,Gang,Ideal Colony,Vaishali Chavan,No,Smuggling,Male,1,2,2,2,0,Hidden in vehicles,"Smuggling by Hidden in vehicles in Ideal Colony on 2023-11-25, 3 victims",Smuggling Hidden vehicles in Ideal Colony
9C5D826E,Swargate Division,Bibvewadi Police Station,2024-02-07,Illegal Arms Possession,Gang,Katraj,Mahesh Pawar,No,Illegal Arms Possession,Female,1,0,0,0,0,Homemade arms,"Illegal Arms Possession by Homemade arms in Katraj on 2024-02-07, 1 victim",Illegal Arms Possession Homemade arms Katraj
976C4952,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-09-19,Homicide,Individual,FC Road,Sandeep Gaikwad,Yes,Homicide,Male,3,1,2,2,0,Stabbing,"Homicide by Stabbing in FC Road on 2024-09-19, 4 victims",Homicide Stabbing FC Road
C047543F,Pune Division,Kalyani Nagar Police Station,2024-10-01,Extortion,Gang,Viman Nagar,Neha Bhosale,No,Extortion,Other,2,0,2,1,1,Business coercion,"Extortion by Business coercion in Viman Nagar on 2024-10-01, 2 victims",Extortion Business coercion Viman Nagar
6FF53E2B,Vishrambaug and Deccan Division,Kothrud Police Station,2023-08-10,Robbery,Individual,Paud Road,Vaishali Chavan,No,Robbery,Female,1,3,1,1,0,ATM theft,"Robbery by ATM theft in Paud Road on 2023-08-10, 4 victims",Robbery ATM theft Paud Road
C2132020,Sinhagad-Road Division,Nanded City Police Station,2023-06-20,Robbery,Individual,Kirkatwadi,Vaishali Chavan,No,Robbery,Other,2,2,2,2,0,Armed robbery,"Robbery by Armed robbery in Kirkatwadi on 2023-06-20, 4 victims",Robbery Armed robbery Kirkatwadi
F5518E88,Swargate Division,Bibvewadi Police Station,2025-08-22,Illegal Arms Possession,Gang,Dhankawadi,Prashant Jadhav,Yes,Illegal Arms Possession,Male,3,3,4,2,2,Smuggled weapons,"Illegal Arms Possession by Smuggled weapons in Dhankawadi on 2025-08-22, 6 victims",Illegal Arms Possession Smuggled weapons Dhankawadi
10319F92,Sinhagad-Road Division,Narhe Police Station,2023-04-13,Cyber Crime,Gang,Mokarwadi,Rajesh Patil,No,Cyber Crime,Female,1,0,1,1,0,Hacking,"Cyber Crime by Hacking in Mokarwadi on 2023-04-13, 1 victim",Cyber Crime Hacking Mokarwadi
198CA402,Pune Division,Camp Police Station,2024-03-02,Burglary,Individual,Shaniwar Wada,Prashant Jadhav,No,Burglary,Female,2,0,2,1,1,Impersonating delivery,"Burglary by Impersonating delivery in Shaniwar Wada on 2024-03-02, 2 victims",Burglary Impersonating delivery Shaniwar Wada
CBACAEB7,Swargate Division,Bibvewadi Police Station,2023-10-24,Smuggling,Individual,Dhankawadi,Vaishali Chavan,No,Smuggling,Female,0,3,3,1,2,Underground tunnels,"Smuggling by Underground tunnels in Dhankawadi on 2023-10-24, 3 victims",Smuggling Underground tunnels Dhankawadi
47884995,Pune Division,Kalyani Nagar Police Station,2023-09-19,Fraud,Gang,Koregaon Park,Sunil Deshmukh,Yes,Fraud,Male,3,1,0,0,0,Fake documents,"Fraud by Fake documents in Koregaon Park on 2023-09-19, 4 victims",Fraud Fake documents Koregaon Park
9C81A25B,Pune Division,Kalyani Nagar Police Station,2023-07-11,Fraud,Individual,Viman Nagar,Vaishali Chavan,Yes,Fraud,Male,2,0,1,0,1,Tax evasion,"Fraud by Tax evasion in Viman Nagar on 2023-07-11, 2 victims",Fraud Tax evasion Viman Nagar
FB03DAD0,Swargate Division,Bharati Vidyapeeth Police Station,2024-03-20,Homicide,Individual,Trimurti Nagar,Sandeep Gaikwad,No,Homicide,Other,3,0,0,0,0,Poisoning,"Homicide by Poisoning in Trimurti Nagar on 2024-03-20, 3 victims",Homicide Poisoning Trimurti Nagar
5C12D73B,Swargate Division,Market Yard Police Station,2023-08-10,Smuggling,Individual,Magarpatta,Sneha Shinde,No,Smuggling,Other,1,2,1,0,1,Hidden in vehicles,"Smuggling by Hidden in vehicles in Magarpatta on 2023-08-10, 3 victims",Smuggling Hidden vehicles in Magarpatta
927F8047,Sinhagad-Road Division,Sinhagad Road Police Station,2024-03-20,Domestic Abuse,Individual,Hingne,Rajesh Patil,Yes,Domestic Abuse,Other,2,1,1,0,1,Physical beating,"Domestic Abuse by Physical beating in Hingne on 2024-03-20, 3 victims",Domestic Abuse Physical beating Hingne
274E5145,Sinhagad-Road Division,Sinhagad Road Police Station,2024-04-09,Robbery,Gang,Hingne,Ramesh More,Yes,Robbery,Male,2,1,2,1,1,ATM theft,"Robbery by ATM theft in Hingne on 2024-04-09, 3 victims",Robbery ATM theft Hingne
B70B9157,Pune Division,Camp Police Station,2024-04-01,Domestic Abuse,Gang,Camp,Mahesh Pawar,No,Domestic Abuse,Female,2,3,5,4,1,Neglect,"Domestic Abuse by Neglect in Camp on 2024-04-01, 5 victims",Domestic Abuse Neglect Camp
52940673,Swargate Division,Bharati Vidyapeeth Police Station,2024-10-11,Cyber Crime,Gang,Trimurti Nagar,Mahesh Pawar,Yes,Cyber Crime,Male,0,0,0,0,0,Online fraud,"Cyber Crime by Online fraud in Trimurti Nagar on 2024-10-11, 0 victims",Cyber Crime Online fraud Trimurti Nagar
EAEFE76D,Vishrambaug and Deccan Division,Kothrud Police Station,2023-10-24,Burglary,Gang,Vanaz,Sandeep Gaikwad,Yes,Burglary,Female,0,2,2,2,0,Window entry,"Burglary by Window entry in Vanaz on 2023-10-24, 2 victims",Burglary Window entry Vanaz
49D88C90,Vishrambaug and Deccan Division,Shivajinagar Police Station,2025-06-27,Illegal Arms Possession,Gang,JM Road,Sneha Shinde,No,Illegal Arms Possession,Female,1,0,1,0,1,Black market purchase,"Illegal Arms Possession by Black market purchase in JM Road on 2025-06-27, 1 victim",Illegal Arms Possession Black market purchase JM Road
ED8F1D56,Sinhagad-Road Division,Sinhagad Road Police Station,2024-03-02,Burglary,Individual,Hingne,Mahesh Pawar,Yes,Burglary,Male,0,3,3,2,1,Night break-in,"Burglary by Night break-in in Hingne on 2024-03-02, 3 victims",Burglary Night break-in Hingne
42094D13,Sinhagad-Road Division,Narhe Police Station,2023-01-27,Illegal Arms Possession,Gang,Mokarwadi,Sneha Shinde,Yes,Illegal Arms Possession,Male,3,2,1,0,1,Black market purchase,"Illegal Arms Possession by Black market purchase in Mokarwadi on 2023-01-27, 5 victims",Illegal Arms Possession Black market purchase Mokarwadi
58DD58E2,Vishrambaug and Deccan Division,Shivajinagar Police Station,2024-04-30,Cyber Crime,Individual,Shivajinagar,Neha Bhosale,Yes,Cyber Crime,Female,0,1,0,0,0,Phishing,"Cyber Crime by Phishing in Shivajinagar on 2024-04-30, 1 victim",Cyber Crime Phishing Shivajinagar
204D137B,Swargate Division,Market Yard Police Station,2023-08-26,Drug Trafficking,Gang,Bhekrai Nagar,Vaishali Chavan,Yes,Drug Trafficking,Male,2,3,4,4,0,Body packing,"Drug Trafficking by Body packing in Bhekrai Nagar on 2023-08-26, 5 victims",Drug Trafficking Body packing Bhekrai Nagar
56F96DD4,Pune Division,Kalyani Nagar Police Station,2025-06-04,Assault,Gang,Kalyani Nagar,Nitin Kadam,Yes,Assault,Other,3,3,2,2,0,Road rage,"Assault by Road rage in Kalyani Nagar on 2025-06-04, 6 victims",Assault Road rage Kalyani Nagar
4AFB037D,Vishrambaug and Deccan Division,Shivajinagar Police Station,2022-12-09,Homicide,Gang,Shivajinagar,Sunil Deshmukh,Yes,Homicide,Male,2,1,3,1,2,Gunshot,"Homicide by Gunshot in Shivajinagar on 2022-12-09, 3 victims",Homicide Gunshot Shivajinagar
